"","Label","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50"
"1","positive",-0.00169773163798953,-0.0244832960368865,-0.000230976143072134,-0.0027853822560774,0.0019081042839109,-0.00139754905026834,-0.00148838769346143,-0.00270277514782094,-0.00681243210193764,-0.00296618512620458,-0.00213336777835627,0.000332208625309233,-0.00289335124390549,-0.00293346810725461,0.0059351407695268,0.000674566870924577,0.000375789335430341,0.00249760281430667,-0.00236432693735333,0.00370030950328655,-0.000651347670427503,0.000278830680105245,-0.00298492806294143,0.000370282844998878,-0.00100052376543049,-0.00563296421488363,0.00589266787133375,0.00210486166528212,0.00470903746126605,-0.00219654490269467,0.00156685339220251,0.0013934604331596,0.00499152572348228,-0.00101408549057613,0.00267140854739512,-0.00165733558934438,0.00319765472189496,-0.00180692893508184,-0.000182152863227493,-0.000872083875236321,0.0054827304345495,0.000741275233204869,-0.000964314104945789,-0.000567515731033717,0.00448607829333344,-0.00183253397969792,0.00428230103956312,0.000513764338447075,0.00108547501719172,0.00156241350318161
"2","positive",-0.00208216691904274,-0.0303901017291173,-0.00291508250273191,-0.00365226462557233,0.00309684198946835,-0.00209073360036102,-0.00459633150259572,0.00185662034679159,-0.000132112026392528,0.000924441213046426,0.000787494948557707,0.000266150002719597,0.00216963700440162,0.00126606685797437,-0.00211297895744014,-0.00647879501163697,0.00128231740037174,0.00464397944396792,-0.000424029647556603,0.00366752553477157,0.000247572915207053,-0.00269249392268119,0.000665391247850014,0.00152479735052391,-0.00302266577577319,0.00295686443918313,0.00202998537860553,0.00558746779290971,0.00266239950506683,-0.00219011299633712,0.00541430131080957,0.000396931601003794,8.79160863498143e-05,0.00342602971276552,0.00479736673334252,0.00598254231490153,0.00653494300230534,0.00492054465393022,-0.00275785082582083,0.00347063677868555,-0.00291446839731876,-0.00544011008181532,-0.00395871941465185,-0.00695758771489718,-0.0029824763637073,0.000142117127223805,-0.000838879102874003,-0.000120723512819881,0.00267834011347794,-0.000433037723873652
"3","positive",-0.00206311514894282,-0.0292018386016277,-0.00475149342811989,-0.00135496895395599,0.00269767926557064,-0.00144313098438288,-0.00468602062139409,-0.00199741649462523,0.00244017468290731,-0.00441189005521911,-0.0012256331098179,0.00149708553933455,0.00382252779246904,0.0012647165627248,-0.00200018595048519,-0.0029858776677925,-0.00188138438924943,0.0034125795822211,-0.00330656869549822,0.00397116890969504,-0.000108891569883673,-0.004727624702956,-0.00146150107205671,0.00317604498903872,-0.000968859200166861,0.00490295679768109,0.00323711397322446,0.00373288916176232,-0.000639534154365156,-0.00290259729155578,-0.00663908221005162,-0.00182540851253656,0.0039616623871553,0.00141593551114912,0.00424067643311383,-0.00108932033667818,0.00533986068995834,-0.00238168196524045,-0.0041209133182828,-0.000590705296588921,0.00208462209547082,0.000899012601813823,-0.00415303251625747,0.00165475300167472,0.000359229509035636,-0.00758482993507717,0.00205188241026304,-0.00723394981824189,-0.00217134993762597,0.00213612645177578
"4","negative",-0.00258142490703119,-0.0354115473503922,-0.00548245001867343,-0.00301721320147306,0.00156590749579204,-0.00284256344991113,-0.00404000628744736,-0.00286199756519745,0.00424604311681109,-0.0034386536899868,-0.00169718049626672,0.0027911716504227,-0.00260284336463057,-0.000620806997786005,0.00963791965379538,-0.00488205282346138,0.00482726833825905,0.00339284953419766,-0.003838072556934,0.00577037689792761,0.00193766747151343,0.00496941361631681,-0.00346970132813959,0.00300997350113364,0.00675817263567777,-0.0022605275650549,0.00679877594859427,0.00419890456206476,0.000518289696814863,0.00388887748040211,0.0062257681351273,0.00765802243355838,0.0104792416394075,0.00124962770989778,0.00556182423999048,-0.00579399960081596,0.00922638562733615,-0.00820791075236693,-0.0069905929295021,-0.00126473733490575,0.00362764480753627,-0.00105251927668165,-0.00682269965951286,0.00624691747367697,-0.00114102187406856,-0.00980036294395332,0.00468729725573323,-0.000198593932952331,-0.00219712957856308,-0.000555199315648958
"5","positive",-0.00194101368193316,-0.0280977869559864,-0.00235562226191441,-0.00344936390402822,0.00171632861134812,-0.000521185259472839,-0.00368008084609007,-0.00202330343607013,0.00236396120810361,-0.003246396861899,0.00242957204031787,0.00223860647253497,-0.000971530202229355,-0.000108994589194502,0.000192324070226334,-0.00370812227355258,-0.00242455980775255,-0.00305134627402591,1.0059207668201e-05,0.00433726257683097,0.00386153060141054,-0.000373285262852567,-0.00271001141984517,-0.00133177737210239,0.000241472809117892,-0.000531129312965439,0.00541314906394786,0.0025276959401278,0.00257971481769728,-0.000627660059844723,0.00395996192908179,0.00304792944749393,0.000103897672648921,0.00552218665262833,0.00499460562775868,0.000140427642218904,0.00127309292375976,-0.00116663459405851,-0.00277895109532738,0.000853670597070237,0.000242170055835965,-0.000814065611608441,0.00132854199670122,-0.000373620394424195,0.000547587477323285,-0.00664786575498448,0.00380272837138887,0.00251886767943614,0.00123705893610659,-0.00292969469723053
"6","positive",-0.00208223465405935,-0.028771506323918,-0.00466164246380379,-0.0011912310816584,0.0019951198627703,-0.00342386876884066,-0.0026319899391885,0.00120887450252881,0.0017370758940481,-0.000229395024988686,0.000865342456420661,0.000271827373049503,-0.00050322826515039,0.00357057188489365,-0.00526083304966174,-0.00412729724026094,0.0042208079113897,0.00353293985449612,0.00150900401879155,0.000131174474208539,-0.000317203884653344,4.85660274683755e-05,-0.00379144704644665,0.00358343404530403,-0.000779078778736339,0.00248186954186248,0.00851793694051435,-0.00260346563990532,-0.000859394702684664,0.00134008799758805,0.00148375600211482,0.00032786817595852,0.00831080532561057,0.00102534934907167,-0.00478750944377453,0.00463840702734795,-0.00401593621647184,0.0055096569307372,-0.0014157769413115,-0.00701117803752382,-0.00240107480597964,0.00306180771971793,-0.0027438776340584,-0.00844868643113018,0.000832150250104873,-0.011507330209973,0.000116601075843993,-0.0136063538665854,-0.000486848918225268,-0.00319067359860961
"7","positive",-0.00184471082931427,-0.0272723597951367,-0.00460318157839213,-0.00376701624464374,0.00138189161242687,-0.000551351596495388,-0.00461120619498186,-0.000653462755763236,0.00281417419366254,-0.00405138745582565,-0.00367654786964908,-0.00335279075508775,0.00858887259548865,0.005005303440261,-0.00391992778202507,0.00654709572415897,-0.000576223150317526,-0.00332732537204219,-0.000686111101398458,0.00635410948968146,0.00119806020867362,-0.00345170164829822,-0.00020782431231163,0.00325858926473501,0.00378653171973921,0.00116890207156753,0.00833728220270453,0.00199873017214628,0.00543962036683732,-0.00289612304952105,0.00278313094014025,-0.00308973852740132,0.000595349423024495,-0.00925712654825804,0.000684493683573394,-0.00528101348433808,0.00452196210039479,-0.00657508841443661,-0.00159749688453899,0.00662556476094674,0.00860676687066178,0.00229650086219274,0.00353845940530238,-0.000990519888233918,0.000472244998583445,0.00303610873886357,-0.000485394843147773,-0.00828095582146851,0.00614264886597047,0.00514165223050396
"8","negative",-0.00350116464337111,-0.0354763981779447,-0.00382964391566669,-0.0043058223370049,0.00158501237262621,-0.00340356432691871,-0.00471487205951776,-0.00106137794465765,0.00291122258815955,-0.00519396223405546,-0.00174807281657807,0.00166647366936044,0.00136554949248719,0.00046442109832979,0.00762870606627477,0.00174829503373232,0.000901764523578674,0.0062164396746655,-0.00182225939668221,0.00448164596946654,-0.00256290656432081,-0.00796288043017081,-0.00307803247547555,0.00176901527274244,-0.00203068670943514,0.00347516485546943,0.00483605706493436,-0.00336541628920057,0.00194682640393311,-0.00166826951882491,-0.0011724821610709,0.00300344616220632,0.00164840216059774,0.00532182428007191,0.00433946498836741,0.000859040802654901,0.00453928202266459,-0.00174408729809605,-0.00380434954170243,0.00358730761787576,-2.96162356027268e-05,0.000470688541893174,0.00425491290606713,-0.000850917166278067,-0.00117163691939538,-0.00717077393640908,0.00371472845775759,-0.00430746277336233,-0.00663678801669341,-0.00245260587753618
"9","negative",-0.00323421031157647,-0.0372317966328497,-0.00553684131047762,-0.00449711403776276,0.00348228242166037,-0.00286410493167052,-0.00567844692418425,-0.00197551951813668,-0.00309093597272857,-0.000416313003206428,-0.00406583662968116,0.00529420000975892,0.0106249872673553,0.00100865809674118,-0.0033362250118753,0.00646331784825095,0.00366077560441437,0.0020556214935626,-0.00131578777505013,0.00322971503552255,-0.00170421610598507,0.00111167590997382,0.01637889890657,-0.000958410711416982,-0.00246785308792252,-0.00484195388487522,0.00685788599424423,-0.00362092564378411,0.00384324152777625,0.00252849508794543,0.00498838567713175,-0.00972450063503726,-0.00494575134309487,-0.00369613531123288,0.00239971042263026,0.00417614614464404,0.0056183937521342,0.0163452090449636,-0.00240415883980821,0.00280161816723018,-0.0082849791978423,-0.00123061808573156,0.00734323722360414,-0.000933989922240022,-0.00504817745685431,-0.00543035617848451,0.000191316377555555,-0.000863043911724058,0.00380135971428419,-0.00903007665198249
"10","positive",-0.00403629942739065,-0.0596204156636023,-0.0115092387153608,-0.00819354009911112,0.00588835836509554,-0.0038105018970617,-0.0135219989782899,-0.00958585833400246,0.0150714757343651,-0.0151801044104165,0.00306795109594066,0.044429231541036,-0.0302691853552655,0.00563108224289816,0.038132566346485,-0.0370915222077115,-0.0638175459898549,0.00860321027641901,-0.0919056904249144,-0.128541322512615,-0.0159300104732051,-0.00107936815434769,-0.0476512526234785,-0.00195598885280436,0.218210481258067,0.00600898329621937,-0.0480366298269581,-5.18564970038891e-05,-0.805879782141309,-0.447013083015196,0.0218921482901312,0.0133655323531884,-0.0449748131591221,-0.0804703293962561,-0.0968105421892056,0.0762155574028975,-0.0560479934425474,0.0234667502102879,0.0169146304476754,0.00449143929491389,0.0130081876489624,0.0142935617632212,0.0210344400997648,0.0333370091533759,0.014817647265386,0.0295387104314094,0.0424784502285198,-0.0106959198232989,0.00411814598880028,0.0249227262035281
"11","negative",-0.00277173504316559,-0.039802097352925,-0.00399195888152863,-0.00492963459186651,0.00405781634098411,-0.0032043216203209,-0.00520851430301564,-0.00438203198576781,0.00238719805206838,-0.00431359778937866,0.000792562227955586,0.00591738888582537,-0.00111327538138912,0.000972839825491822,-0.00469176259056993,-0.0082650686523698,0.00468115946012003,0.0120873629542387,0.010384997018923,-0.00243864705683421,0.00063166876645174,-0.00627495257986498,-0.0101698411542898,-0.01340548438392,-0.0032286355527453,0.000670914035013477,0.00365374191499057,0.0101456891194554,0.00149408286987192,-0.00197910744118121,-0.000863185475499306,0.00227289711220886,0.000254053909817492,0.00382277849272413,0.0146645770386923,-0.00509254203846115,0.00910272733807612,-0.0024934766700864,0.00152695358293278,0.00271049410703348,0.00393406028503939,0.0028848813766624,-0.000646542014818606,0.00398058631060805,-0.00507866891437008,-0.0155373763123487,-0.000860836068744621,0.00500871230537482,-0.00797563707045872,-0.00532673826223083
"12","negative",-0.00225139757916649,-0.0312820636889322,-0.00505128812842407,-0.00344835669272363,0.0028255889422046,-0.00353522810879833,9.60816240685413e-06,-0.00236374169408393,0.0012289454522737,-0.00294200945073829,0.00441398875384923,0.00139306864114571,0.00352640397909614,0.00099849570785731,0.000393949978216224,-0.00326529352328053,-0.000937815191842144,0.00231447759302232,-0.00351756892518474,0.00387858315011768,-0.00138809966283645,-0.000976244213324506,-0.00383287305597507,-0.00631668485217578,-0.000592271432066769,0.00254064160683447,0.00624617285918679,-0.0022232234458609,-0.00408906628523117,0.000568230840800909,0.00478109347314518,-0.000721684064931609,0.00135336186778432,-0.00306378636064999,0.00394072505128378,-0.00362697173227771,0.00388473516760591,-0.00285465653081538,-0.0030015974901706,-0.00214791746250926,0.000139471363668561,-0.00248920687990884,-0.000299387811715259,-0.000331371622874376,-0.00286210882404632,-0.00679465595376214,0.00487487884555627,-0.0010832383139071,0.00320432039631304,1.0926290309236e-05
"13","negative",-0.00183019116506669,-0.0246166504165477,-0.00389236416074533,-0.00269160270727511,-0.000695682683666326,0.00231218958182989,-0.00203945706514941,-0.000867920089940373,0.00203480526368549,-0.00243203804026646,-0.000258045526246155,0.000312083811789497,-0.000263078755174636,-0.0015842840152381,0.00130693212052883,-0.00321819522530376,-0.0014937259505564,0.000279378509755961,-0.000985577288849825,0.00182456309227556,0.000397590126776133,0.00145383590575974,-0.00137492787989595,0.00162743346685917,0.000632151046607762,-0.000762121102132511,0.00396029461128828,0.00268885619109906,0.000601562255926564,0.0011729338547765,-0.00011650654629193,0.000571460857300215,0.000610443670714942,0.00266893606461019,0.00410568693544426,-0.00163413447560165,0.00336238614488303,-0.00151683933993663,-0.00209792316623335,-0.000873901532276035,0.00391540325642674,-0.0024605909821749,0.000846912099347206,-8.89364478324283e-05,-0.000519326882369525,-0.0024002508142008,0.00150089683927562,0.0050619658994558,0.000598993212527202,0.000920484101173762
